data_carga,ANO_Convenio,NR_CONVENIO,SIT_CONVENIO,COD_MUNIC_IBGE,MUNIC_PROPONENTE,UF_PROPONENTE,PROGRAMA,ACAO,MAX_VL_GLOBAL_CONV,SOMA_VALOR_AGREGADO,PERC_EXECUCAO,VALOR_A_EXECUTAR
2026-07-17 06:30:47,2025,985051,Em execução,1302702,MANICORÉ,AM,"2217 - Desenvolvimento Regional, Territorial e Urbano",00SX,2871842.5,0.0,0.0,2871842.5
2026-07-17 06:30:47,2025,985067,Em execução,3106200,BELO HORIZONTE,MG,"2217 - Desenvolvimento Regional, Territorial e Urbano",00SX,8283165.0,0.0,0.0,8283165.0
2026-07-17 06:30:47,2025,985068,Em execução,4125506,SÃO JOSÉ DOS PINHAIS,PR,"2217 - Desenvolvimento Regional, Territorial e Urbano",00SX,672000.0,0.0,0.0,672000.0
2026-07-17 06:30:47,2025,985127,Em execução,5006200,NOVA ANDRADINA,MS,"2217 - Desenvolvimento Regional, Territorial e Urbano",00SX,1093000.0,0.0,0.0,1093000.0
2026-07-17 06:30:47,2025,985129,Em execução,2112274,TUFILÂNDIA,MA,"2217 - Desenvolvimento Regional, Territorial e Urbano",00SX,1434000.0,0.0,0.0,1434000.0
2026-07-17 06:30:47,2025,985150,Em execução,4208005,ITÁ,SC,"2217 - Desenvolvimento Regional, Territorial e Urbano",00SX,390000.0,0.0,0.0,390000.0
2026-07-17 06:30:47,2025,985159,Em execução,3123528,DURANDÉ,MG,"2217 - Desenvolvimento Regional, Territorial e Urbano",00SX,1085000.0,1071980.0,0.988,13020.0
2026-07-17 06:30:47,2025,985160,Em execução,2100055,AÇAILÂNDIA,MA,"2217 - Desenvolvimento Regional, Territorial e Urbano",00SX,2900000.0,0.0,0.0,2900000.0
2026-07-17 06:30:47,2025,985161,Em execução,4201901,AURORA,SC,"2217 - Desenvolvimento Regional, Territorial e Urbano",00SX,400000.0,0.0,0.0,400000.0
2026-07-17 06:30:47,2025,985172,Prestação de Contas Comprovada em Análise,4122156,RIO BONITO DO IGUAÇU,PR,"2217 - Desenvolvimento Regional, Territorial e Urbano",00SX,847500.0,837330.0,0.988,10170.0
2026-07-17 06:30:47,2025,985188,Em execução,4214805,RIO DO SUL,SC,"2217 - Desenvolvimento Regional, Territorial e Urbano",00SX,414900.0,364572.0,0.8786984815618222,50328.0
2026-07-17 06:30:47,2025,985190,Em execução,4310603,ITAQUI,RS,"2217 - Desenvolvimento Regional, Territorial e Urbano",00SX,410000.0,0.0,0.0,410000.0
