data_carga,UF_PROPONENTE,COD_MUNIC_IBGE,MUNIC_PROPONENTE,NR_PROPOSTA,DIA_PROPOSTA,MODALIDADE,NR_CONVENIO,ANO_Convenio,DIA_ASSIN_CONV,SIT_CONVENIO,INSTRUMENTO_ATIVO,PROGRAMA,ACAO,VL_GLOBAL_CONV,VL_REPASSE_CONV,VL_CONTRAPARTIDA_CONV,VL_EMPENHADO_CONV,VL_DESEMBOLSADO_CONV,VL_SALDO_REMAN_TESOURO,VL_SALDO_REMAN_CONVENENTE,VL_RENDIMENTO_APLICACAO,VL_INGRESSO_CONTRAPARTIDA,VL_SALDO_CONTA,VALOR_GLOBAL_ORIGINAL_CONV,NOME_FORNECEDOR,IDENTIF_FORNECEDOR,ANO_pgto,CATEGORIA_SUGERIDA,CATEGORIA_ROTAS,Divisao,VALOR_AGREGADO,QTD_AGREGADA,soma_vlr_agregado,UNIDADE_ITEM_INVESTIMENTO_META,MAX_QUANTIDADE_M2,custoM2,MEDIANA_CUSTO_M2,M2_estimado,KM_estimado
2026-06-01 06:52:13,PA,1501501,BENEVIDES,26597/2016,2016-06-28,CONVENIO,835674,2016,2016-09-08,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,1647969.28,1500000.0,147969.28,1500000.0,1420521.19,11572.77,1141.61,,140129.0,0.0,,PRECAL CONSTRUTORA EIRELI,04717641000112,2017.0,Pavimentação de Vias,,Obras,1080719.56,1.0,1487808.92,,,,97.08365950681366,11131.837896202826,1.8553063160338044
2026-06-01 06:52:13,PA,1501501,BENEVIDES,26597/2016,2016-06-28,CONVENIO,835674,2016,2016-09-08,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,1647969.28,1500000.0,147969.28,1500000.0,1420521.19,11572.77,1141.61,,140129.0,0.0,,PRECAL CONSTRUTORA EIRELI,04717641000112,2019.0,Pavimentação de Vias,,Obras,407089.36,1.0,1487808.92,,,,88.66005494099959,4591.575769616936,0.7652626282694893
2026-06-01 06:52:13,PA,1501501,BENEVIDES,26493/2016,2016-06-21,CONVENIO,835675,2016,2016-09-08,Prestação de Contas Rejeitada,NÃO,2029 - Desenvolvimento Regional e Territorial,,1630636.17,1500000.0,130636.17,1500000.0,947544.64,62589.55,5450.98,,60000.0,0.0,,SJ CONSTRUCOES EIRELI  - ME,11105864000194,2017.0,"Obras de Edificações - Mercados, Feiras e Centros de Eventos",,Obras,129932.21,1.0,,,,,97.08365950681366,,
2026-06-01 06:52:13,PA,1501501,BENEVIDES,26493/2016,2016-06-21,CONVENIO,835675,2016,2016-09-08,Prestação de Contas Rejeitada,NÃO,2029 - Desenvolvimento Regional e Territorial,,1630636.17,1500000.0,130636.17,1500000.0,947544.64,62589.55,5450.98,,60000.0,0.0,,SJ CONSTRUCOES EIRELI  - ME,11105864000194,2018.0,"Obras de Edificações - Mercados, Feiras e Centros de Eventos",,Obras,591565.5700000001,1.0,,,,,97.08365950681366,,
2026-06-01 06:52:13,PA,1501501,BENEVIDES,26493/2016,2016-06-21,CONVENIO,835675,2016,2016-09-08,Prestação de Contas Rejeitada,NÃO,2029 - Desenvolvimento Regional e Territorial,,1630636.17,1500000.0,130636.17,1500000.0,947544.64,62589.55,5450.98,,60000.0,0.0,,SJ CONSTRUCOES EIRELI  - ME,11105864000194,2019.0,"Obras de Edificações - Mercados, Feiras e Centros de Eventos",,Obras,211862.19,1.0,,,,,88.66005494099959,,
2026-06-01 06:52:13,PA,1501501,BENEVIDES,26496/2016,2016-06-21,CONVENIO,835678,2016,2016-09-08,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,815583.06,750000.0,65583.06,750000.0,750000.0,19736.05,1725.8,,54946.31,0.0,,PRECAL CONSTRUTORA EIRELI,04717641000112,2016.0,Recapeamento de Vias,,Obras,372526.56999999995,1.0,768746.45,,,,97.08365950681366,3837.1706618028215,0.6395284436338036
2026-06-01 06:52:13,PA,1501501,BENEVIDES,26496/2016,2016-06-21,CONVENIO,835678,2016,2016-09-08,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,815583.06,750000.0,65583.06,750000.0,750000.0,19736.05,1725.8,,54946.31,0.0,,PRECAL CONSTRUTORA EIRELI,04717641000112,2017.0,Recapeamento de Vias,,Obras,396219.88,1.0,768746.45,,,,97.08365950681366,4081.221103662578,0.6802035172770964
2026-06-01 06:52:13,PA,1503457,IPIXUNA DO PARÁ,26514/2016,2016-06-22,CONVENIO,836228,2016,2016-09-08,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,1927807.74,1831417.36,96390.38,1831417.36,900000.0,7120.06,374.73,,47340.0,0.0,,MUNDIAL NORTE CONSTRUCOES EIRELI,18514395000106,2016.0,Pavimentação de Vias,,Obras,915907.86,1.0,915907.86,,,,97.08365950681366,9434.21235512572,1.5723687258542864
2026-06-01 06:52:13,PA,1503457,IPIXUNA DO PARÁ,26542/2016,2016-06-24,CONVENIO,836229,2016,2016-09-08,Prestação de Contas em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,4072192.26,3868582.65,203609.61,3868582.65,3868582.65,71782.94,3778.05,,203487.45,0.0,,MUNDIAL NORTE CONSTRUCOES EIRELI,18514395000106,2016.0,Pavimentação de Vias,,Obras,2632933.94,1.0,3901179.92,,,,97.08365950681366,27120.258479906308,4.520043079984385
2026-06-01 06:52:13,PA,1503457,IPIXUNA DO PARÁ,26542/2016,2016-06-24,CONVENIO,836229,2016,2016-09-08,Prestação de Contas em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,4072192.26,3868582.65,203609.61,3868582.65,3868582.65,71782.94,3778.05,,203487.45,0.0,,MUNDIAL NORTE CONSTRUCOES EIRELI,18514395000106,2017.0,Pavimentação de Vias,,Obras,1268245.98,1.0,3901179.92,,,,97.08365950681366,13063.434016009565,2.177239002668261
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27958/2016,2016-08-22,CONVENIO,836329,2016,2016-12-30,Prestação de Contas enviada para Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,727148.88,500000.0,152308.88,500000.0,500000.0,13987.46,4260.83,74840.0,152308.88,0.0,502900.0,F M C CENTER CAR LTDA,70487921000106,2018.0,Outros implementos agrícolas,Piscicultura e Aquicultura,Equipamentos,119000.0,2.0,,,,,97.08365950681366,,
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27958/2016,2016-08-22,CONVENIO,836329,2016,2016-12-30,Prestação de Contas enviada para Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,727148.88,500000.0,152308.88,500000.0,500000.0,13987.46,4260.83,74840.0,152308.88,0.0,502900.0,COPEMAQUINAS COMERCIO DE PECAS E REPRESENTACOES LTDA,13160566000122,2022.0,Escavadeira Hidráulica,Piscicultura e Aquicultura,Equipamentos,608148.88,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27975/2016,2016-08-22,CONVENIO,836330,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,443932.5,380000.0,1248.0,380000.0,380000.0,56164.61,184.46,62684.5,1248.0,0.0,,ELAINE FRANCA DE OLIVEIRA,15078262000146,2020.0,Elaboração de projeto básico e/ou executivo,,Projetos,1374.54,1.0,,,,,86.27970085570173,,
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27975/2016,2016-08-22,CONVENIO,836330,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,443932.5,380000.0,1248.0,380000.0,380000.0,56164.61,184.46,62684.5,1248.0,0.0,,ELAINE FRANCA DE OLIVEIRA,15078262000146,2020.0,OUTROS / NAO CLASSIFICADO,,Outros,5123.28,0.0,,,,,86.27970085570173,,
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27975/2016,2016-08-22,CONVENIO,836330,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,443932.5,380000.0,1248.0,380000.0,380000.0,56164.61,184.46,62684.5,1248.0,0.0,,ELAINE FRANCA DE OLIVEIRA,15078262000146,2020.0,Outros serviços,,Outros,994.68,0.0,,,,,86.27970085570173,,
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27975/2016,2016-08-22,CONVENIO,836330,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,443932.5,380000.0,1248.0,380000.0,380000.0,56164.61,184.46,62684.5,1248.0,0.0,,ELAINE FRANCA DE OLIVEIRA,15078262000146,2021.0,Elaboração de projeto básico e/ou executivo,,Projetos,1374.54,1.0,,,,,91.21071083916237,,
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27975/2016,2016-08-22,CONVENIO,836330,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,443932.5,380000.0,1248.0,380000.0,380000.0,56164.61,184.46,62684.5,1248.0,0.0,,ELAINE FRANCA DE OLIVEIRA,15078262000146,2021.0,OUTROS / NAO CLASSIFICADO,,Outros,10860.89,0.0,,,,,91.21071083916237,,
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27975/2016,2016-08-22,CONVENIO,836330,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,443932.5,380000.0,1248.0,380000.0,380000.0,56164.61,184.46,62684.5,1248.0,0.0,,ELAINE FRANCA DE OLIVEIRA,15078262000146,2021.0,Outros serviços,,Outros,1492.02,0.0,,,,,91.21071083916237,,
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27975/2016,2016-08-22,CONVENIO,836330,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,443932.5,380000.0,1248.0,380000.0,380000.0,56164.61,184.46,62684.5,1248.0,0.0,,BIO DOG RACOES LTDA,36474877000161,2022.0,OUTROS / NAO CLASSIFICADO,,Outros,286354.1,0.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27975/2016,2016-08-22,CONVENIO,836330,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,443932.5,380000.0,1248.0,380000.0,380000.0,56164.61,184.46,62684.5,1248.0,0.0,,ELAINE FRANCA DE OLIVEIRA,15078262000146,2022.0,Elaboração de projeto básico e/ou executivo,,Projetos,2290.9,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27975/2016,2016-08-22,CONVENIO,836330,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,443932.5,380000.0,1248.0,380000.0,380000.0,56164.61,184.46,62684.5,1248.0,0.0,,ELAINE FRANCA DE OLIVEIRA,15078262000146,2022.0,OUTROS / NAO CLASSIFICADO,,Outros,10703.939999999999,0.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27975/2016,2016-08-22,CONVENIO,836330,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,443932.5,380000.0,1248.0,380000.0,380000.0,56164.61,184.46,62684.5,1248.0,0.0,,ELAINE FRANCA DE OLIVEIRA,15078262000146,2022.0,Outros serviços,,Outros,1989.3600000000001,0.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27975/2016,2016-08-22,CONVENIO,836330,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,443932.5,380000.0,1248.0,380000.0,380000.0,56164.61,184.46,62684.5,1248.0,0.0,,BIO DOG RACOES LTDA,36474877000161,2023.0,OUTROS / NAO CLASSIFICADO,,Outros,71410.0,0.0,,,,,102.66688790504051,,
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27975/2016,2016-08-22,CONVENIO,836330,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,443932.5,380000.0,1248.0,380000.0,380000.0,56164.61,184.46,62684.5,1248.0,0.0,,ELAINE FRANCA DE OLIVEIRA,15078262000146,2023.0,Elaboração de projeto básico e/ou executivo,,Projetos,1832.72,1.0,,,,,102.66688790504051,,
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27975/2016,2016-08-22,CONVENIO,836330,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,443932.5,380000.0,1248.0,380000.0,380000.0,56164.61,184.46,62684.5,1248.0,0.0,,ELAINE FRANCA DE OLIVEIRA,15078262000146,2023.0,OUTROS / NAO CLASSIFICADO,,Outros,3373.88,0.0,,,,,102.66688790504051,,
2026-06-01 06:52:13,MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,27975/2016,2016-08-22,CONVENIO,836330,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,443932.5,380000.0,1248.0,380000.0,380000.0,56164.61,184.46,62684.5,1248.0,0.0,,ELAINE FRANCA DE OLIVEIRA,15078262000146,2023.0,Outros serviços,,Outros,8529.65,0.0,,,,,102.66688790504051,,
2026-06-01 06:52:13,TO,1720903,TAGUATINGA,28391/2016,2016-09-05,CONVENIO,836748,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,225000.0,220000.0,5000.0,220000.0,220000.0,2481.08,20000.0,,25000.0,0.0,,DISTRIBUIDORA DE CAMINHOES PALMAS LTDA,06004604000273,2019.0,Caminhão Basculante e Prancha,,Equipamentos,225000.0,1.0,,,,,88.66005494099959,,
2026-06-01 06:52:13,AL,2704302,MACEIÓ,37616/2016,2016-12-09,CONVENIO,840004,2016,2016-12-30,Prestação de Contas enviada para Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,4509000.0,4500000.0,9000.0,4500000.0,900000.0,899215.32,1798.44,,9000.0,0.0,,L PEREIRA & CIA LTDA,12316402000189,2018.0,Pavimentação de Vias,,Obras,8710.27,1.0,8710.27,,,,97.08365950681366,89.71921788124071,0.014953202980206784
2026-06-01 06:52:13,MG,3168903,TIROS,37178/2016,2016-12-06,CONVENIO,840213,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2029 - Desenvolvimento Regional e Territorial,,351000.0,350000.0,1000.0,350000.0,350000.0,15514.12,44.32,,1000.0,0.0,,BRASIF S/A EXPORTACAO IMPORTACAO,52226073000108,2017.0,Pá Carregadeira,,Equipamentos,339000.0,1.0,,,,,97.08365950681366,,
2026-06-01 06:52:13,MA,2112456,TURILÂNDIA,37144/2016,2016-12-06,CONVENIO,840225,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2029 - Desenvolvimento Regional e Territorial,,504999.95,500000.0,4999.95,500000.0,500000.0,11589.31,115.89,,4999.95,0.0,,R R 7 CONSTRUCOES E EMPREENDIMENTOS LTDA,21643662000150,2018.0,Pavimentação de Vias,,Obras,492374.46,1.0,492374.46,,,,97.08365950681366,5071.651218148029,0.8452752030246715
2026-06-01 06:52:13,BA,2902104,ARACI,37098/2016,2016-12-06,CONVENIO,840289,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2029 - Desenvolvimento Regional e Territorial,,448979.59,440000.0,8979.59,117402.35,322597.65,2934.14,59.88,,44041.65,0.0,,JP DE ARAUJO CONSTRUTORA LTDA,96784350000165,2020.0,Pavimentação de Vias,,Obras,167925.22999999998,1.0,326547.82999999996,,,,86.27970085570173,1946.2889687209986,0.3243814947868331
2026-06-01 06:52:13,BA,2902104,ARACI,37098/2016,2016-12-06,CONVENIO,840289,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2029 - Desenvolvimento Regional e Territorial,,448979.59,440000.0,8979.59,117402.35,322597.65,2934.14,59.88,,44041.65,0.0,,JP DE ARAUJO CONSTRUTORA LTDA,96784350000165,2021.0,Pavimentação de Vias,,Obras,158622.59999999998,1.0,326547.82999999996,,,,91.21071083916237,1739.0786514065137,0.2898464419010856
2026-06-01 06:52:13,BA,2932101,UBAÍRA,37024/2016,2016-12-06,CONVENIO,840316,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2029 - Desenvolvimento Regional e Territorial,,315325.15,300000.0,15325.15,300000.0,300000.0,15102.54,771.5,,15325.15,,303000.0,WTM-CONSTRUCOES E TRANSPORTES LTDA.,13582689000151,2018.0,Pavimentação de Vias,,Obras,183000.01,1.0,279704.33,,,,97.08365950681366,1884.9723107847665,0.3141620517974611
2026-06-01 06:52:13,BA,2932101,UBAÍRA,37024/2016,2016-12-06,CONVENIO,840316,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2029 - Desenvolvimento Regional e Territorial,,315325.15,300000.0,15325.15,300000.0,300000.0,15102.54,771.5,,15325.15,,303000.0,WTM-CONSTRUCOES E TRANSPORTES LTDA.,13582689000151,2019.0,Pavimentação de Vias,,Obras,96704.32,1.0,279704.33,,,,88.66005494099959,1090.7315595997952,0.18178859326663255
2026-06-01 06:52:13,MG,3117603,CONCEIÇÃO DO PARÁ,37183/2016,2016-12-06,CONVENIO,840492,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2029 - Desenvolvimento Regional e Territorial,,393000.0,391218.0,1782.0,391218.0,391218.0,70796.14,322.48,,1782.0,0.0,,FERNANDES TERRAPLENAGEM E PAVIMENTACOES LTDA,14227005000166,2017.0,Pavimentação de Vias,,Obras,29605.55,1.0,331164.97,,,,97.08365950681366,304.9488466998113,0.05082480778330189
2026-06-01 06:52:13,MG,3117603,CONCEIÇÃO DO PARÁ,37183/2016,2016-12-06,CONVENIO,840492,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2029 - Desenvolvimento Regional e Territorial,,393000.0,391218.0,1782.0,391218.0,391218.0,70796.14,322.48,,1782.0,0.0,,FERNANDES TERRAPLENAGEM E PAVIMENTACOES LTDA,14227005000166,2018.0,Pavimentação de Vias,,Obras,299012.48,1.0,331164.97,,,,97.08365950681366,3079.9465277574777,0.513324421292913
2026-06-01 06:52:13,MG,3117603,CONCEIÇÃO DO PARÁ,37183/2016,2016-12-06,CONVENIO,840492,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2029 - Desenvolvimento Regional e Territorial,,393000.0,391218.0,1782.0,391218.0,391218.0,70796.14,322.48,,1782.0,0.0,,FERNANDES TERRAPLENAGEM E PAVIMENTACOES LTDA,14227005000166,2019.0,Pavimentação de Vias,,Obras,2546.94,1.0,331164.97,,,,88.66005494099959,28.727029344781105,0.004787838224130184
2026-06-01 06:52:13,PR,4123006,SALTO DO LONTRA,36364/2016,2016-12-01,CONVENIO,840513,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2069 - Segurança Alimentar e Nutricional,12QC,506046.15,500000.0,6046.15,500000.0,500000.0,11066.4,133.82,,6046.15,0.0,502000.0,PERFURIBEL POCOS ARTESIANOS LTDA,04949630000168,2019.0,Sistema de abastecimento de água - Obras,,Obras,248116.64,1.0,,,,,88.66005494099959,,
2026-06-01 06:52:13,PR,4123006,SALTO DO LONTRA,36364/2016,2016-12-01,CONVENIO,840513,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2069 - Segurança Alimentar e Nutricional,12QC,506046.15,500000.0,6046.15,500000.0,500000.0,11066.4,133.82,,6046.15,0.0,502000.0,PERFURIBEL POCOS ARTESIANOS LTDA,04949630000168,2020.0,Sistema de abastecimento de água - Obras,,Obras,244266.27,1.0,,,,,86.27970085570173,,
2026-06-01 06:52:13,PR,4124806,SÃO JOÃO,36440/2016,2016-12-01,CONVENIO,840944,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2069 - Segurança Alimentar e Nutricional,12QC,510000.0,500000.0,10000.0,500000.0,474961.75,1247.86,24.96,,10000.0,0.0,,ANTONIALE MATERIAIS ELETRICOS LTDA,07005073000115,2019.0,Sistema de abastecimento de água - Obras,,Obras,431244.86,1.0,,,,,88.66005494099959,,
2026-06-01 06:52:13,PR,4124806,SÃO JOÃO,36440/2016,2016-12-01,CONVENIO,840944,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2069 - Segurança Alimentar e Nutricional,12QC,510000.0,500000.0,10000.0,500000.0,474961.75,1247.86,24.96,,10000.0,0.0,,ANTONIALE MATERIAIS ELETRICOS LTDA,07005073000115,2020.0,Sistema de abastecimento de água - Obras,,Obras,44133.34,1.0,,,,,86.27970085570173,,
2026-06-01 06:52:13,PR,4105409,CHOPINZINHO,36618/2016,2016-12-02,CONVENIO,841032,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2069 - Segurança Alimentar e Nutricional,12QC,1756401.6,1751401.6,5000.0,1000000.0,970931.43,12027.42,34.34,,57429.43,0.0,,ANTONIALE MATERIAIS ELETRICOS LTDA,07005073000115,2019.0,Sistema de abastecimento de água - Obras,,Obras,541313.02,1.0,,,,,88.66005494099959,,
2026-06-01 06:52:13,PR,4105409,CHOPINZINHO,36618/2016,2016-12-02,CONVENIO,841032,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2069 - Segurança Alimentar e Nutricional,12QC,1756401.6,1751401.6,5000.0,1000000.0,970931.43,12027.42,34.34,,57429.43,0.0,,ANTONIALE MATERIAIS ELETRICOS LTDA,07005073000115,2020.0,Sistema de abastecimento de água - Obras,,Obras,151025.05,1.0,,,,,86.27970085570173,,
2026-06-01 06:52:13,PR,4105409,CHOPINZINHO,36618/2016,2016-12-02,CONVENIO,841032,2016,2016-12-30,Prestação de Contas Aprovada,NÃO,2069 - Segurança Alimentar e Nutricional,12QC,1756401.6,1751401.6,5000.0,1000000.0,970931.43,12027.42,34.34,,57429.43,0.0,,,76995414000160,2022.0,Sistema de abastecimento de água - Obras,,Obras,250574.68,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,PA,1505601,PEIXE-BOI,37450/2016,2016-12-07,CONVENIO,841206,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,1550550.0,1500000.0,50550.0,1500000.0,1500000.0,12186.49,410.68,,50550.0,0.0,1521424.21,ESTRUTURAL CONTRUCOES E SERVICOS EIRELI,08928777000122,2017.0,Recapeamento de Vias,,Obras,1031733.79,1.0,1422807.1900000002,,,,97.08365950681366,10627.265136493845,1.7712108560823074
2026-06-01 06:52:13,PA,1505601,PEIXE-BOI,37450/2016,2016-12-07,CONVENIO,841206,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,1550550.0,1500000.0,50550.0,1500000.0,1500000.0,12186.49,410.68,,50550.0,0.0,1521424.21,ESTRUTURAL CONTRUCOES E SERVICOS EIRELI,08928777000122,2018.0,Recapeamento de Vias,,Obras,310661.60000000003,1.0,1422807.1900000002,,,,97.08365950681366,3199.9370602443837,0.533322843374064
2026-06-01 06:52:13,PA,1505601,PEIXE-BOI,37450/2016,2016-12-07,CONVENIO,841206,2016,2016-12-30,Prestação de Contas Comprovada em Análise,SIM,2029 - Desenvolvimento Regional e Territorial,,1550550.0,1500000.0,50550.0,1500000.0,1500000.0,12186.49,410.68,,50550.0,0.0,1521424.21,ESTRUTURAL CONTRUCOES E SERVICOS EIRELI,08928777000122,2019.0,Recapeamento de Vias,,Obras,80411.8,1.0,1422807.1900000002,,,,88.66005494099959,906.9676310657767,0.15116127184429612
2026-06-01 06:52:13,AL,2701407,CAMPO ALEGRE,38594/2016,2016-12-16,CONVENIO,841912,2016,2016-12-30,Em execução,SIM,2029 - Desenvolvimento Regional e Territorial,,17241951.43,15000000.0,1143108.54,15000000.0,15000000.0,,,1098842.89,32116.8,1270904.74,15032116.8,"LEAFAR CONSULTORIA, PROJETOS E CONSTRUCOES LTDA.",26710515000179,2018.0,Elaboração de projeto básico e/ou executivo,,Projetos,223850.0,1.0,,,,,97.08365950681366,,
2026-06-01 06:52:13,AL,2701407,CAMPO ALEGRE,38594/2016,2016-12-16,CONVENIO,841912,2016,2016-12-30,Em execução,SIM,2029 - Desenvolvimento Regional e Territorial,,17241951.43,15000000.0,1143108.54,15000000.0,15000000.0,,,1098842.89,32116.8,1270904.74,15032116.8,ENGENHARIA DE MATERIAIS LTDA,41157967000169,2019.0,Pavimentação de Vias,,Obras,4678894.0,1.0,14408414.86,,,,88.66005494099959,52773.4164287813,8.795569404796883
2026-06-01 06:52:13,AL,2701407,CAMPO ALEGRE,38594/2016,2016-12-16,CONVENIO,841912,2016,2016-12-30,Em execução,SIM,2029 - Desenvolvimento Regional e Territorial,,17241951.43,15000000.0,1143108.54,15000000.0,15000000.0,,,1098842.89,32116.8,1270904.74,15032116.8,ENGENHARIA DE MATERIAIS LTDA,41157967000169,2020.0,Pavimentação de Vias,,Obras,2692465.89,1.0,14408414.86,,,,86.27970085570173,31206.249712235418,5.201041618705903
2026-06-01 06:52:13,AL,2701407,CAMPO ALEGRE,38594/2016,2016-12-16,CONVENIO,841912,2016,2016-12-30,Em execução,SIM,2029 - Desenvolvimento Regional e Territorial,,17241951.43,15000000.0,1143108.54,15000000.0,15000000.0,,,1098842.89,32116.8,1270904.74,15032116.8,ENGENHARIA DE MATERIAIS LTDA,41157967000169,2021.0,Pavimentação de Vias,,Obras,2164943.49,1.0,14408414.86,,,,91.21071083916237,23735.627867406736,3.955937977901123
2026-06-01 06:52:13,AL,2701407,CAMPO ALEGRE,38594/2016,2016-12-16,CONVENIO,841912,2016,2016-12-30,Em execução,SIM,2029 - Desenvolvimento Regional e Territorial,,17241951.43,15000000.0,1143108.54,15000000.0,15000000.0,,,1098842.89,32116.8,1270904.74,15032116.8,ENGENHARIA DE MATERIAIS LTDA,41157967000169,2022.0,Pavimentação de Vias,,Obras,101805.19,1.0,14408414.86,,,,95.30147581616407,1068.2435830939444,0.17804059718232407
2026-06-01 06:52:13,AL,2701407,CAMPO ALEGRE,38594/2016,2016-12-16,CONVENIO,841912,2016,2016-12-30,Em execução,SIM,2029 - Desenvolvimento Regional e Territorial,,17241951.43,15000000.0,1143108.54,15000000.0,15000000.0,,,1098842.89,32116.8,1270904.74,15032116.8,ENGENHARIA DE MATERIAIS LTDA,41157967000169,2023.0,Pavimentação de Vias,,Obras,2017210.25,1.0,14408414.86,,,,102.66688790504051,19648.10944562549,3.2746849076042484
2026-06-01 06:52:13,AL,2701407,CAMPO ALEGRE,38594/2016,2016-12-16,CONVENIO,841912,2016,2016-12-30,Em execução,SIM,2029 - Desenvolvimento Regional e Territorial,,17241951.43,15000000.0,1143108.54,15000000.0,15000000.0,,,1098842.89,32116.8,1270904.74,15032116.8,ENGENHARIA DE MATERIAIS LTDA,41157967000169,2024.0,Pavimentação de Vias,,Obras,1903273.06,1.0,14408414.86,,,,109.82323935882928,17330.330730651367,2.888388455108561
